TOTAL_NODES,EPISODES,MALICIOUS_RATIO,AGENT,ATTACK_MODE,CHAIN_NORM,CONSENSUS_NORM,SEED,FHE_ENABLED,TRUST_DECAY_RATE,CONSENSUS_THRESHOLD,fhe_avg_overhead_ms
8,3,0.3,drl,nma,100.0,20.0,42,True,0.9405,0.7000000000000001,0.0021836611403430587
