Episode,Cumulative Reward,F1 Score,Blockchain Length,Throughput,Trust Decay Rate,Consensus Threshold
1,350.6500237227057,0.7090909090909091,3,26,0.8552315625,0.5499999999999999
2,465.32318021790115,0.7681159420289855,5,49,0.8,0.6
3,520.84775885993,0.8333333333333333,7,94,0.8,0.7000000000000001
4,653.0211664940811,1.0,9,91,0.99,0.7000000000000001
5,645.4236538940362,1.0,11,90,0.935803378125,0.49999999999999994
