TOTAL_NODES,EPISODES,MALICIOUS_RATIO,AGENT,ATTACK_MODE,CHAIN_NORM,CONSENSUS_NORM,SEED,FHE_ENABLED,TRUST_DECAY_RATE,CONSENSUS_THRESHOLD
16,50,0.3,rl,none,100.0,20.0,42,False,0.9405,0.6499999999999998
