TOTAL_NODES,EPISODES,MALICIOUS_RATIO,AGENT,ATTACK_MODE,CONSENSUS,CHAIN_NORM,CONSENSUS_NORM,SEED,FHE_ENABLED,TRUST_DECAY_RATE,CONSENSUS_THRESHOLD
24,5,0.15,marl,tdp,tdcb,100.0,20.0,42,False,0.8400000000000001,0.49999999999999994
