Episode,Cumulative Reward,F1 Score,Blockchain Length,Throughput,Trust Decay Rate,Consensus Threshold
1,264.7805968577477,0.39495798319327735,3,103,0.9850561875,0.5499999999999999
2,329.949010032476,0.5213675213675213,5,92,0.9405,0.6
3,374.2107856207814,0.5818815331010453,7,101,0.9850561875,0.6
4,565.1894380895726,0.8095238095238095,9,131,0.8934749999999999,0.5499999999999999
5,522.1318149928791,0.46928746928746934,11,103,0.8400000000000001,0.49999999999999994
