TOTAL_NODES,EPISODES,MALICIOUS_RATIO,AGENT,ATTACK_MODE,CONSENSUS,CHAIN_NORM,CONSENSUS_NORM,SEED,FHE_ENABLED,TRUST_DECAY_RATE,CONSENSUS_THRESHOLD
24,100,0.15,marl,tdp,tdcb,100.0,20.0,42,False,0.8797950000000001,0.5499999999999997
