TOTAL_NODES,EPISODES,MALICIOUS_RATIO,AGENT,ATTACK_MODE,CONSENSUS,CHAIN_NORM,CONSENSUS_NORM,SEED,FHE_ENABLED,TRUST_DECAY_RATE,CONSENSUS_THRESHOLD
16,5,0.3,marl,cra,pbft,100.0,20.0,42,False,0.935803378125,0.49999999999999994
